Position,Element,Name,Type,Requirement,Min,Max,Repeat,Notes,Remarks,Codes,URL
MS1-04,1654,Longitude Code,Identifier (ID),Conditional,7.0,7,-,"Code indicating the longitude in degrees (3 positions), minutes (2 positions), and seconds (2 positions)","P0405: If either MS1-04 or MS1-05 is present, then the other is required
MS104 is the longitude expressed in Degrees, Minutes, and Seconds.",,https://www.stedi.com/edi/x12-004010/segment/MS1
MS1-05,1655,Latitude Code,Identifier (ID),Conditional,7.0,7,-,"Code indicating the latitude in degrees (3 positions), minutes (2 positions), seconds (2 positions)","MS105 is the latitude expressed in Degrees, Minutes, and Seconds.",,https://www.stedi.com/edi/x12-004010/segment/MS1
MS1-06,1280,Direction Identifier Code,Identifier (ID),Optional,1.0,1,-,Code identifying geographic direction,"C0604: If MS1-06 is present, then MS1-04 is required
MS106 may only be 'E' or 'W'.",16.0,https://www.stedi.com/edi/x12-004010/segment/MS1
MS1-07,1280,Direction Identifier Code,Identifier (ID),Optional,1.0,1,-,Code identifying geographic direction,"C0705: If MS1-07 is present, then MS1-05 is required
MS107 may only be 'N' or 'S'.",16.0,https://www.stedi.com/edi/x12-004010/segment/MS1
SE-01,96,Number of Included Segments,Numeric (N0),Mandatory,1.0,10,-,Total number of segments included in a transaction set including ST and SE segments,,,https://www.stedi.com/edi/x12-004010/segment/SE
SE-02,329,Transaction Set Control Number,String (AN),Mandatory,4.0,9,-,Identifying control number that must be unique within the transaction set functional group assigned by the originator for a transaction set,,,https://www.stedi.com/edi/x12-004010/segment/SE
G62-01,432,Date Qualifier,Identifier (ID),Conditional,2.0,2,-,Code specifying type of date,"R0103: At least one of G62-01 or G62-03 is required
P0102: If either G62-01 or G62-02 is present, then the other is required",137.0,https://www.stedi.com/edi/x12-004010/segment/G62
G62-02,373,Date,Date (DT),Conditional,8.0,8,-,Date expressed as CCYYMMDD,,,https://www.stedi.com/edi/x12-004010/segment/G62
G62-03,176,Time Qualifier,Identifier (ID),Conditional,1.0,2,-,Code specifying the reported time,"P0304: If either G62-03 or G62-04 is present, then the other is required",42.0,https://www.stedi.com/edi/x12-004010/segment/G62
G62-04,337,Time,Time (TM),Conditional,4.0,8,-,"Time expressed in 24-hour clock time as follows: HHMM, or HHMMSS, or HHMMSSD, or HHMMSSDD, where H = hours (00-23), M = minutes (00-59), S = integer seconds (00-59) and DD = decimal seconds; decimal seconds are expressed as follows: D = tenths (0-9) and DD = hundredths (00-99)",,,https://www.stedi.com/edi/x12-004010/segment/G62
G62-05,623,Time Code,Identifier (ID),Optional,2.0,2,-,"Code identifying the time. In accordance with International Standards Organization standard 8601, time can be specified by a + or - and an indication in hours in relation to Universal Time Coordinate (UTC) time; since + is a restricted character, + and - are substituted by P and M in the codes that follow",,51.0,https://www.stedi.com/edi/x12-004010/segment/G62
ISA-01,I01,Authorization Information Qualifier,Identifier (ID),Mandatory,2.0,2,-,Code to identify the type of information in the Authorization Information,,7.0,https://www.stedi.com/edi/x12-004010/segment/ISA
ISA-02,I02,Authorization Information,String (AN),Mandatory,10.0,10,-,Information used for additional identification or authorization of the interchange sender or the data in the interchange; the type of information is set by the Authorization Information Qualifier (I01),,,https://www.stedi.com/edi/x12-004010/segment/ISA
ISA-03,I03,Security Information Qualifier,Identifier (ID),Mandatory,2.0,2,-,Code to identify the type of information in the Security Information,,2.0,https://www.stedi.com/edi/x12-004010/segment/ISA
ISA-04,I04,Security Information,String (AN),Mandatory,10.0,10,-,This is used for identifying the security information about the interchange sender or the data in the interchange; the type of information is set by the Security Information Qualifier (I03),,,https://www.stedi.com/edi/x12-004010/segment/ISA
ISA-05,I05,Interchange ID Qualifier,Identifier (ID),Mandatory,2.0,2,-,Qualifier to designate the system/method of code structure used to designate the sender or receiver ID element being qualified,,38.0,https://www.stedi.com/edi/x12-004010/segment/ISA
ISA-06,I06,Interchange Sender ID,String (AN),Mandatory,15.0,15,-,Identification code published by the sender for other parties to use as the receiver ID to route data to them; the sender always codes this value in the sender ID element,,,https://www.stedi.com/edi/x12-004010/segment/ISA
ISA-07,I05,Interchange ID Qualifier,Identifier (ID),Mandatory,2.0,2,-,Qualifier to designate the system/method of code structure used to designate the sender or receiver ID element being qualified,,38.0,https://www.stedi.com/edi/x12-004010/segment/ISA
ISA-08,I07,Interchange Receiver ID,String (AN),Mandatory,15.0,15,-,"Identification code published by the receiver of the data; When sending, it is used by the sender as their sending ID, thus other parties sending to them will use this as a receiving ID to route data to them",,,https://www.stedi.com/edi/x12-004010/segment/ISA
ISA-09,I08,Interchange Date,Date (DT),Mandatory,6.0,6,-,Date of the interchange,,,https://www.stedi.com/edi/x12-004010/segment/ISA
ISA-10,I09,Interchange Time,Time (TM),Mandatory,4.0,4,-,Time of the interchange,,,https://www.stedi.com/edi/x12-004010/segment/ISA
ISA-11,I10,Interchange Control Standards Identifier,Identifier (ID),Mandatory,1.0,1,-,Code to identify the agency responsible for the control standard used by the message that is enclosed by the interchange header and trailer,,1.0,https://www.stedi.com/edi/x12-004010/segment/ISA
ISA-12,I11,Interchange Control Version Number,Identifier (ID),Mandatory,5.0,5,-,This version number covers the interchange control segments,,14.0,https://www.stedi.com/edi/x12-004010/segment/ISA
ISA-13,I12,Interchange Control Number,Numeric (N0),Mandatory,9.0,9,-,A control number assigned by the interchange sender,,,https://www.stedi.com/edi/x12-004010/segment/ISA
ISA-14,I13,Acknowledgment Requested,Identifier (ID),Mandatory,1.0,1,-,Code sent by the sender to request an interchange acknowledgment (TA1),,2.0,https://www.stedi.com/edi/x12-004010/segment/ISA
ISA-15,I14,Usage Indicator,Identifier (ID),Mandatory,1.0,1,-,"Code to indicate whether data enclosed by this interchange envelope is test, production or information",,3.0,https://www.stedi.com/edi/x12-004010/segment/ISA
ISA-16,I15,Component Element Separator,,Mandatory,1.0,1,-,Type is not applicable; the component element separator is a delimiter and not a data element; this field provides the delimiter used to separate component data elements within a composite data structure; this value must be different than the data element separator and the segment terminator,,,https://www.stedi.com/edi/x12-004010/segment/ISA
DTM-01,374,Date/Time Qualifier,Identifier (ID),Mandatory,3.0,3,-,"Code specifying type of date or time, or both date and time",,1112.0,https://www.stedi.com/edi/x12-004010/segment/DTM
DTM-02,373,Date,Date (DT),Conditional,8.0,8,-,Date expressed as CCYYMMDD,"R020305: At least one of DTM-02, DTM-03 or DTM-05 is required",,https://www.stedi.com/edi/x12-004010/segment/DTM
DTM-03,337,Time,Time (TM),Conditional,4.0,8,-,"Time expressed in 24-hour clock time as follows: HHMM, or HHMMSS, or HHMMSSD, or HHMMSSDD, where H = hours (00-23), M = minutes (00-59), S = integer seconds (00-59) and DD = decimal seconds; decimal seconds are expressed as follows: D = tenths (0-9) and DD = hundredths (00-99)",,,https://www.stedi.com/edi/x12-004010/segment/DTM
DTM-04,623,Time Code,Identifier (ID),Optional,2.0,2,-,"Code identifying the time. In accordance with International Standards Organization standard 8601, time can be specified by a + or - and an indication in hours in relation to Universal Time Coordinate (UTC) time; since + is a restricted character, + and - are substituted by P and M in the codes that follow","C0403: If DTM-04 is present, then DTM-03 is required",51.0,https://www.stedi.com/edi/x12-004010/segment/DTM
DTM-05,1250,Date Time Period Format Qualifier,Identifier (ID),Conditional,2.0,3,-,"Code indicating the date format, time format, or date and time format","P0506: If either DTM-05 or DTM-06 is present, then the other is required",39.0,https://www.stedi.com/edi/x12-004010/segment/DTM
DTM-06,1251,Date Time Period,String (AN),Conditional,1.0,35,-,"Expression of a date, a time, or range of dates, times or dates and times",,,https://www.stedi.com/edi/x12-004010/segment/DTM
LQ-01,1270,Code List Qualifier Code,Identifier (ID),Optional,1.0,3,-,Code identifying a specific industry code list,"C0102: If LQ-01 is present, then LQ-02 is required",558.0,https://www.stedi.com/edi/x12-004010/segment/LQ
LQ-02,1271,Industry Code,String (AN),Conditional,1.0,30,-,Code indicating a code from a specific industry code list,,,https://www.stedi.com/edi/x12-004010/segment/LQ
GF-01,128,Reference Identification Qualifier,Identifier (ID),Conditional,2.0,3,-,Code qualifying the Reference Identification,"P0102: If either GF-01 or GF-02 is present, then the other is required",1503.0,https://www.stedi.com/edi/x12-004010/segment/GF
GF-02,127,Reference Identification,String (AN),Conditional,1.0,30,-,Reference information as defined for a particular Transaction Set or as specified by the Reference Identification Qualifier,,,https://www.stedi.com/edi/x12-004010/segment/GF
GF-03,367,Contract Number,String (AN),Optional,1.0,30,-,Contract number,,,https://www.stedi.com/edi/x12-004010/segment/GF
GF-04,782,Monetary Amount,Decimal number (R),Optional,1.0,18,-,Monetary amount,GF04 is the value of government-furnished property.,,https://www.stedi.com/edi/x12-004010/segment/GF
GF-05,128,Reference Identification Qualifier,Identifier (ID),Conditional,2.0,3,-,Code qualifying the Reference Identification,"P0506: If either GF-05 or GF-06 is present, then the other is required",1503.0,https://www.stedi.com/edi/x12-004010/segment/GF
GF-06,127,Reference Identification,String (AN),Conditional,1.0,30,-,Reference information as defined for a particular Transaction Set or as specified by the Reference Identification Qualifier,,,https://www.stedi.com/edi/x12-004010/segment/GF
GF-07,328,Release Number,String (AN),Optional,1.0,30,-,Number identifying a release against a Purchase Order previously placed by the parties involved in the transaction,,,https://www.stedi.com/edi/x12-004010/segment/GF
GF-08,128,Reference Identification Qualifier,Identifier (ID),Conditional,2.0,3,-,Code qualifying the Reference Identification,"P0809: If either GF-08 or GF-09 is present, then the other is required",1503.0,https://www.stedi.com/edi/x12-004010/segment/GF
GF-09,127,Reference Identification,String (AN),Conditional,1.0,30,-,Reference information as defined for a particular Transaction Set or as specified by the Reference Identification Qualifier,,,https://www.stedi.com/edi/x12-004010/segment/GF
MS2-01,140,Standard Carrier Alpha Code,Identifier (ID),Conditional,2.0,4,-,Standard Carrier Alpha Code,"P0102: If either MS2-01 or MS2-02 is present, then the other is required",,https://www.stedi.com/edi/x12-004010/segment/MS2
MS2-02,207,Equipment Number,String (AN),Conditional,1.0,10,-,Sequencing or serial part of an equipment unit's identifying number (pure numeric form for equipment number is preferred),,,https://www.stedi.com/edi/x12-004010/segment/MS2
MS2-03,40,Equipment Description Code,Identifier (ID),Optional,2.0,2,-,Code identifying type of equipment used for shipment,MS203 identifies the type for the equipment specified in MS202.,134.0,https://www.stedi.com/edi/x12-004010/segment/MS2
MS2-04,761,Equipment Number Check Digit,Numeric (N0),Optional,1.0,1,-,Number which designates the check digit applied to a piece of equipment,"C0402: If MS2-04 is present, then MS2-02 is required",,https://www.stedi.com/edi/x12-004010/segment/MS2
V9-01,304,Event Code,Identifier (ID),Mandatory,3.0,3,-,Code identifying the event about which a report is made,,104.0,https://www.stedi.com/edi/x12-004010/segment/V9
V9-02,106,Event,String (AN),Optional,1.0,25,-,Free-form description of event,,,https://www.stedi.com/edi/x12-004010/segment/V9
V9-03,373,Date,Date (DT),Optional,8.0,8,-,Date expressed as CCYYMMDD,V903 is the event date.,,https://www.stedi.com/edi/x12-004010/segment/V9
V9-04,337,Time,Time (TM),Conditional,4.0,8,-,"Time expressed in 24-hour clock time as follows: HHMM, or HHMMSS, or HHMMSSD, or HHMMSSDD, where H = hours (00-23), M = minutes (00-59), S = integer seconds (00-59) and DD = decimal seconds; decimal seconds are expressed as follows: D = tenths (0-9) and DD = hundredths (00-99)",V904 is the event time.,,https://www.stedi.com/edi/x12-004010/segment/V9
V9-05,19,City Name,String (AN),Optional,2.0,30,-,Free-form text for city name,,,https://www.stedi.com/edi/x12-004010/segment/V9
V9-06,156,State or Province Code,Identifier (ID),Optional,2.0,2,-,Code (Standard State/Province) as defined by appropriate government agency,,,https://www.stedi.com/edi/x12-004010/segment/V9
V9-07,26,Country Code,Identifier (ID),Optional,2.0,3,-,Code identifying the country,,498.0,https://www.stedi.com/edi/x12-004010/segment/V9
V9-08,641,Status Reason Code,Identifier (ID),Optional,3.0,3,-,Code indicating the status reason,,387.0,https://www.stedi.com/edi/x12-004010/segment/V9
V9-09,154,Standard Point Location Code,Identifier (ID),Conditional,6.0,9,-,Code (Standard Point Location) defined by NMFTA point development group as the official code assigned to a city or point (for ratemaking purposes) within a city,V909 is the Standard Point Location Code (SPLC) of the event shown in the V901.,,https://www.stedi.com/edi/x12-004010/segment/V9
V9-10,380,Quantity,Decimal number (R),Conditional,1.0,15,-,Numeric value of quantity,"P1011: If either V9-10 or V9-11 is present, then the other is required
V910 is the length of the time delay expressed in hours.",,https://www.stedi.com/edi/x12-004010/segment/V9
V9-11,1274,Train Delay Reason Code,String (AN),Conditional,2.0,2,-,Code specifying reason for train delay,,,https://www.stedi.com/edi/x12-004010/segment/V9
V9-12,61,Free-Form Message,String (AN),Optional,1.0,30,-,Free-form information,,,https://www.stedi.com/edi/x12-004010/segment/V9
V9-13,623,Time Code,Identifier (ID),Optional,2.0,2,-,"Code identifying the time. In accordance with International Standards Organization standard 8601, time can be specified by a + or - and an indication in hours in relation to Universal Time Coordinate (UTC) time; since + is a restricted character, + and - are substituted by P and M in the codes that follow","C1304: If V9-13 is present, then V9-04 is required
V913 reflects the time zone which the event time reflects.",51.0,https://www.stedi.com/edi/x12-004010/segment/V9
V9-14,380,Quantity,Decimal number (R),Optional,1.0,15,-,Numeric value of quantity,V914 is the quantity of the fuel in gallons.,,https://www.stedi.com/edi/x12-004010/segment/V9
V9-15,154,Standard Point Location Code,Identifier (ID),Optional,6.0,9,-,Code (Standard Point Location) defined by NMFTA point development group as the official code assigned to a city or point (for ratemaking purposes) within a city,"C1509: If V9-15 is present, then V9-09 is required
V915 is the Standard Point Location Code (SPLC) of the secondary point of the delay indicated in the V911.",,https://www.stedi.com/edi/x12-004010/segment/V9
V9-16,86,Total Equipment,Numeric (N0),Optional,1.0,3,-,Total pieces of equipment,V916 is the total number of rail cars associated with the event code in V901.,,https://www.stedi.com/edi/x12-004010/segment/V9
V9-17,86,Total Equipment,Numeric (N0),Optional,1.0,3,-,Total pieces of equipment,V917 is the total number of loaded cars associated with the event code in V901.,,https://www.stedi.com/edi/x12-004010/segment/V9
V9-18,86,Total Equipment,Numeric (N0),Optional,1.0,3,-,Total pieces of equipment,V918 is the total number of empty cars associated with the event code in V901.,,https://www.stedi.com/edi/x12-004010/segment/V9
V9-19,81,Weight,Decimal number (R),Optional,1.0,10,-,Numeric value of weight,V919 is the total Gross Tons of the cars identified in V916. Includes the gross weight of the loads and the tare weight of the empties.,,https://www.stedi.com/edi/x12-004010/segment/V9
V9-20,82,Length,Decimal number (R),Optional,1.0,8,-,Largest horizontal dimension of an object measured when the object is in the upright position,"V920 is the total outside foot length of the cars identified in V916, rounded off to the nearest foot.",,https://www.stedi.com/edi/x12-004010/segment/V9
PWK-01,755,Report Type Code,Identifier (ID),Mandatory,2.0,2.0,-,"Code indicating the title or contents of a document, report or supporting item",,522.0,https://www.stedi.com/edi/x12-004010/segment/PWK
PWK-02,756,Report Transmission Code,Identifier (ID),Optional,1.0,2.0,-,"Code defining timing, transmission method or format by which reports are to be sent",,51.0,https://www.stedi.com/edi/x12-004010/segment/PWK
PWK-03,757,Report Copies Needed,Numeric (N0),Optional,1.0,2.0,-,The number of copies of a report that should be sent to the addressee,,,https://www.stedi.com/edi/x12-004010/segment/PWK
PWK-04,98,Entity Identifier Code,Identifier (ID),Optional,2.0,3.0,-,"Code identifying an organizational entity, a physical location, property or an individual",,1312.0,https://www.stedi.com/edi/x12-004010/segment/PWK
PWK-05,66,Identification Code Qualifier,Identifier (ID),Conditional,1.0,2.0,-,Code designating the system/method of code structure used for Identification Code (67),"P0506: If either PWK-05 or PWK-06 is present, then the other is required
PWK05 and PWK06 may be used to identify the addressee by a code number.",215.0,https://www.stedi.com/edi/x12-004010/segment/PWK
PWK-06,67,Identification Code,String (AN),Conditional,2.0,80.0,-,Code identifying a party or other code,,,https://www.stedi.com/edi/x12-004010/segment/PWK
PWK-07,352,Description,String (AN),Optional,1.0,80.0,-,A free-form description to clarify the related data elements and their content,PWK07 may be used to indicate special information to be shown on the specified report.,,https://www.stedi.com/edi/x12-004010/segment/PWK
PWK-08,C002,Actions Indicated,Composite (composite),Optional,,,,,,,https://www.stedi.com/edi/x12-004010/segment/PWK
01,704,Paperwork/Report Action Code,Identifier (ID),Mandatory,1.0,2.0,-,Code specifying how the paperwork or report that is identified in the PWK segment relates to the transaction set or to identify the action that is required,,14.0,https://www.stedi.com/edi/x12-004010/segment/PWK
02,704,Paperwork/Report Action Code,Identifier (ID),Optional,1.0,2.0,-,Code specifying how the paperwork or report that is identified in the PWK segment relates to the transaction set or to identify the action that is required,,14.0,https://www.stedi.com/edi/x12-004010/segment/PWK
03,704,Paperwork/Report Action Code,Identifier (ID),Optional,1.0,2.0,-,Code specifying how the paperwork or report that is identified in the PWK segment relates to the transaction set or to identify the action that is required,,14.0,https://www.stedi.com/edi/x12-004010/segment/PWK
04,704,Paperwork/Report Action Code,Identifier (ID),Optional,1.0,2.0,-,Code specifying how the paperwork or report that is identified in the PWK segment relates to the transaction set or to identify the action that is required,,14.0,https://www.stedi.com/edi/x12-004010/segment/PWK
05,704,Paperwork/Report Action Code,Identifier (ID),Optional,1.0,2.0,-,Code specifying how the paperwork or report that is identified in the PWK segment relates to the transaction set or to identify the action that is required,,14.0,https://www.stedi.com/edi/x12-004010/segment/PWK
PWK-09,1525,Request Category Code,Identifier (ID),Optional,1.0,2.0,-,Code indicating a type of request,,7.0,https://www.stedi.com/edi/x12-004010/segment/PWK
MAN-01,88,Marks and Numbers Qualifier,Identifier (ID),Mandatory,1.0,2,-,Code specifying the application or source of Marks and Numbers (87),"MAN01/MAN02 and MAN04/MAN05 may be used to identify two different marks and numbers assigned to the same physical container.
When MAN01 contains code ""UC"" (U.P.C. Shipping Container Code) and MAN05/MAN06 contain a range of ID numbers, MAN03 is not used. The reason for this is that the U.P.C. Shipping Container code is the same on every carton that is represented in the range in MAN05/MAN06.",20.0,https://www.stedi.com/edi/x12-004010/segment/MAN
MAN-02,87,Marks and Numbers,String (AN),Mandatory,1.0,48,-,Marks and numbers used to identify a shipment or parts of a shipment,"When both MAN02 and MAN03 are used, MAN02 is the starting number of a sequential range and MAN03 is the ending number of that range.",,https://www.stedi.com/edi/x12-004010/segment/MAN
MAN-03,87,Marks and Numbers,String (AN),Optional,1.0,48,-,Marks and numbers used to identify a shipment or parts of a shipment,"MAN03 and/or MAN06 are only used when sending a range(s) of ID numbers.
When both MAN02/MAN03 and MAN05/MAN06 are used to send ranges of ID numbers, the integrity of the two ID numbers must be maintained.",,https://www.stedi.com/edi/x12-004010/segment/MAN
MAN-04,88,Marks and Numbers Qualifier,Identifier (ID),Conditional,1.0,2,-,Code specifying the application or source of Marks and Numbers (87),"P0405: If either MAN-04 or MAN-05 is present, then the other is required",20.0,https://www.stedi.com/edi/x12-004010/segment/MAN
MAN-05,87,Marks and Numbers,String (AN),Conditional,1.0,48,-,Marks and numbers used to identify a shipment or parts of a shipment,"When both MAN05 and MAN06 are used, MAN05 is the starting number of a sequential range, and MAN06 is the ending number of that range.",,https://www.stedi.com/edi/x12-004010/segment/MAN
MAN-06,87,Marks and Numbers,String (AN),Optional,1.0,48,-,Marks and numbers used to identify a shipment or parts of a shipment,"C0605: If MAN-06 is present, then MAN-05 is required",,https://www.stedi.com/edi/x12-004010/segment/MAN
N2-01,93,Name,String (AN),Mandatory,1.0,60,-,Free-form name,,,https://www.stedi.com/edi/x12-004010/segment/N2
N2-02,93,Name,String (AN),Optional,1.0,60,-,Free-form name,,,https://www.stedi.com/edi/x12-004010/segment/N2
NM1-01,98,Entity Identifier Code,Identifier (ID),Mandatory,2.0,3,-,"Code identifying an organizational entity, a physical location, property or an individual",,1312.0,https://www.stedi.com/edi/x12-004010/segment/NM1
NM1-02,1065,Entity Type Qualifier,Identifier (ID),Mandatory,1.0,1,-,Code qualifying the type of entity,NM102 qualifies NM103.,14.0,https://www.stedi.com/edi/x12-004010/segment/NM1
NM1-03,1035,Name Last or Organization Name,String (AN),Optional,1.0,35,-,Individual last name or organizational name,,,https://www.stedi.com/edi/x12-004010/segment/NM1
NM1-04,1036,Name First,String (AN),Optional,1.0,25,-,Individual first name,,,https://www.stedi.com/edi/x12-004010/segment/NM1
NM1-05,1037,Name Middle,String (AN),Optional,1.0,25,-,Individual middle name or initial,,,https://www.stedi.com/edi/x12-004010/segment/NM1
NM1-06,1038,Name Prefix,String (AN),Optional,1.0,10,-,Prefix to individual name,,,https://www.stedi.com/edi/x12-004010/segment/NM1
NM1-07,1039,Name Suffix,String (AN),Optional,1.0,10,-,Suffix to individual name,,,https://www.stedi.com/edi/x12-004010/segment/NM1
NM1-08,66,Identification Code Qualifier,Identifier (ID),Conditional,1.0,2,-,Code designating the system/method of code structure used for Identification Code (67),"P0809: If either NM1-08 or NM1-09 is present, then the other is required",215.0,https://www.stedi.com/edi/x12-004010/segment/NM1
NM1-09,67,Identification Code,String (AN),Conditional,2.0,80,-,Code identifying a party or other code,,,https://www.stedi.com/edi/x12-004010/segment/NM1
NM1-10,706,Entity Relationship Code,Identifier (ID),Conditional,2.0,2,-,Code describing entity relationship,NM110 and NM111 further define the type of entity in NM101.,96.0,https://www.stedi.com/edi/x12-004010/segment/NM1
NM1-11,98,Entity Identifier Code,Identifier (ID),Optional,2.0,3,-,"Code identifying an organizational entity, a physical location, property or an individual","C1110: If NM1-11 is present, then NM1-10 is required",1312.0,https://www.stedi.com/edi/x12-004010/segment/NM1
NTE-01,363,Note Reference Code,Identifier (ID),Optional,3.0,3,-,Code identifying the functional area or purpose for which the note applies,,241.0,https://www.stedi.com/edi/x12-004010/segment/NTE
NTE-02,352,Description,String (AN),Mandatory,1.0,80,-,A free-form description to clarify the related data elements and their content,,,https://www.stedi.com/edi/x12-004010/segment/NTE
G61-01,366,Contact Function Code,Identifier (ID),Mandatory,2.0,2,-,Code identifying the major duty or responsibility of the person or group named,,230.0,https://www.stedi.com/edi/x12-004010/segment/G61
G61-02,93,Name,String (AN),Mandatory,1.0,60,-,Free-form name,,,https://www.stedi.com/edi/x12-004010/segment/G61
G61-03,365,Communication Number Qualifier,Identifier (ID),Conditional,2.0,2,-,Code identifying the type of communication number,"P0304: If either G61-03 or G61-04 is present, then the other is required
G6103 qualifies G6104.",40.0,https://www.stedi.com/edi/x12-004010/segment/G61
G61-04,364,Communication Number,String (AN),Conditional,1.0,80,-,Complete communications number including country or area code when applicable,,,https://www.stedi.com/edi/x12-004010/segment/G61
G61-05,443,Contact Inquiry Reference,String (AN),Optional,1.0,20,-,Additional reference number or description to clarify a contact number,,,https://www.stedi.com/edi/x12-004010/segment/G61
AT8-01,187,Weight Qualifier,Identifier (ID),Conditional,1.0,2,-,Code defining the type of weight,"P010203: If either AT8-01, AT8-02 or AT8-03 are present, then the others are required",51.0,https://www.stedi.com/edi/x12-004010/segment/AT8
AT8-02,188,Weight Unit Code,Identifier (ID),Conditional,1.0,1,-,Code specifying the weight unit,,8.0,https://www.stedi.com/edi/x12-004010/segment/AT8
AT8-03,81,Weight,Decimal number (R),Conditional,1.0,10,-,Numeric value of weight,,,https://www.stedi.com/edi/x12-004010/segment/AT8
AT8-04,80,Lading Quantity,Numeric (N0),Optional,1.0,7,-,Number of units (pieces) of the lading commodity,"AT804 is the quantity of handling units that are not unitized (for example a carton). When added to the quantity in AT805, it is the total quantity of handling units in the shipment.",,https://www.stedi.com/edi/x12-004010/segment/AT8
AT8-05,80,Lading Quantity,Numeric (N0),Optional,1.0,7,-,Number of units (pieces) of the lading commodity,AT805 is the quantity of handling units that are unitized (for example on a pallet or slip sheet). When added to the quantity in AT804 it is the total quantity of handling units for the shipment.,,https://www.stedi.com/edi/x12-004010/segment/AT8
AT8-06,184,Volume Unit Qualifier,Identifier (ID),Conditional,1.0,1,-,Code identifying the volume unit,"P0607: If either AT8-06 or AT8-07 is present, then the other is required",16.0,https://www.stedi.com/edi/x12-004010/segment/AT8
AT8-07,183,Volume,Decimal number (R),Conditional,1.0,8,-,Value of volumetric measure,,,https://www.stedi.com/edi/x12-004010/segment/AT8
N3-01,166,Address Information,String (AN),Mandatory,1.0,55,-,Address information,,,https://www.stedi.com/edi/x12-004010/segment/N3
N3-02,166,Address Information,String (AN),Optional,1.0,55,-,Address information,,,https://www.stedi.com/edi/x12-004010/segment/N3
DD-01,1271,Industry Code,String (AN),Conditional,1.0,30,-,Code indicating a code from a specific industry code list,,,https://www.stedi.com/edi/x12-004010/segment/DD
DD-02,1270,Code List Qualifier Code,Identifier (ID),Optional,1.0,3,-,Code identifying a specific industry code list,"C0201: If DD-02 is present, then DD-01 is required",558.0,https://www.stedi.com/edi/x12-004010/segment/DD
DD-03,128,Reference Identification Qualifier,Identifier (ID),Conditional,2.0,3,-,Code qualifying the Reference Identification,"P030405: If either DD-03, DD-04 or DD-05 are present, then the others are required",1503.0,https://www.stedi.com/edi/x12-004010/segment/DD
DD-04,127,Reference Identification,String (AN),Conditional,1.0,30,-,Reference information as defined for a particular Transaction Set or as specified by the Reference Identification Qualifier,,,https://www.stedi.com/edi/x12-004010/segment/DD
DD-05,1271,Industry Code,String (AN),Conditional,1.0,30,-,Code indicating a code from a specific industry code list,,,https://www.stedi.com/edi/x12-004010/segment/DD
DD-06,1270,Code List Qualifier Code,Identifier (ID),Optional,1.0,3,-,Code identifying a specific industry code list,"C0605: If DD-06 is present, then DD-05 is required",558.0,https://www.stedi.com/edi/x12-004010/segment/DD
DD-07,380,Quantity,Decimal number (R),Optional,1.0,15,-,Numeric value of quantity,,,https://www.stedi.com/edi/x12-004010/segment/DD
DD-08,1073,Yes/No Condition or Response Code,Identifier (ID),Optional,1.0,1,-,Code indicating a Yes or No condition or response,"DD08 transmits the stock level indicator. A ""Y"" indicates that the material is normally carried in stock; an ""N"" indicates that the material is not normally stocked.",4.0,https://www.stedi.com/edi/x12-004010/segment/DD
DD-09,1271,Industry Code,String (AN),Conditional,1.0,30,-,Code indicating a code from a specific industry code list,,,https://www.stedi.com/edi/x12-004010/segment/DD
DD-10,1270,Code List Qualifier Code,Identifier (ID),Optional,1.0,3,-,Code identifying a specific industry code list,"C1009: If DD-10 is present, then DD-09 is required",558.0,https://www.stedi.com/edi/x12-004010/segment/DD
N4-01,19,City Name,String (AN),Optional,2.0,30,-,Free-form text for city name,"A combination of either N401 through N404, or N405 and N406 may be adequate to specify a location.",,https://www.stedi.com/edi/x12-004010/segment/N4
N4-02,156,State or Province Code,Identifier (ID),Optional,2.0,2,-,Code (Standard State/Province) as defined by appropriate government agency,N402 is required only if city name (N401) is in the U.S. or Canada.,,https://www.stedi.com/edi/x12-004010/segment/N4
N4-03,116,Postal Code,Identifier (ID),Optional,3.0,15,-,Code defining international postal zone code excluding punctuation and blanks (zip code for United States),,,https://www.stedi.com/edi/x12-004010/segment/N4
N4-04,26,Country Code,Identifier (ID),Optional,2.0,3,-,Code identifying the country,,498.0,https://www.stedi.com/edi/x12-004010/segment/N4
N4-05,309,Location Qualifier,Identifier (ID),Conditional,1.0,2,-,Code identifying type of location,,172.0,https://www.stedi.com/edi/x12-004010/segment/N4
N4-06,310,Location Identifier,String (AN),Optional,1.0,30,-,Code which identifies a specific location,"C0605: If N4-06 is present, then N4-05 is required",,https://www.stedi.com/edi/x12-004010/segment/N4
K1-01,61,Free-Form Message,String (AN),Mandatory,1.0,30,-,Free-form information,,,https://www.stedi.com/edi/x12-004010/segment/K1
K1-02,61,Free-Form Message,String (AN),Optional,1.0,30,-,Free-form information,,,https://www.stedi.com/edi/x12-004010/segment/K1
SG-01,157,Shipment Status Code,Identifier (ID),Conditional,1.0,2,-,Code indicating the status of a shipment,"R010203: At least one of SG-01, SG-02 or SG-03 is required",175.0,https://www.stedi.com/edi/x12-004010/segment/SG
SG-02,641,Status Reason Code,Identifier (ID),Conditional,3.0,3,-,Code indicating the status reason,,387.0,https://www.stedi.com/edi/x12-004010/segment/SG
