Key,Value,source_file
GF,Years Remaining,DE-673-4010-X12.json
GI,Gas Injection Volume - Volume of gas injected into an oil well to displace liquid volumes in the reservoir and stimulate production on a monthly basis,DE-673-4010-X12.json
GL,Gas Lift Volume - Volume of excess gas produced from the well and reinjected to lift liquids such as oil and condensate from the well bore,DE-673-4010-X12.json
GP,Gross Production,DE-673-4010-X12.json
GQ,Government Reporting Quantity,DE-673-4010-X12.json
GR,Gas Receipt Volume,DE-673-4010-X12.json
GS,Gas Sold,DE-673-4010-X12.json
GT,Grade Transfer Amount,DE-673-4010-X12.json
GU,Employee Total First Month of Quarter,DE-673-4010-X12.json
GV,Gas Volume - Reported volume of natural gas,DE-673-4010-X12.json
GW,Employee Total Second Month of Quarter,DE-673-4010-X12.json
GX,Employee Total Third Month of Quarter,DE-673-4010-X12.json
GZ,Active Listings,DE-673-4010-X12.json
HA,"Market Price Change - Expressed in time (i.e., months or years)",DE-673-4010-X12.json
HB,Unpaid,DE-673-4010-X12.json
HC,Branches,DE-673-4010-X12.json
HD,Subsidiaries,DE-673-4010-X12.json
HE,Age of Financial Information,DE-673-4010-X12.json
HF,Invoices,DE-673-4010-X12.json
HG,Financial Coverage Period,DE-673-4010-X12.json
HH,Maximum Number of Employees at Location,DE-673-4010-X12.json
HI,Previous Number of Accounts,DE-673-4010-X12.json
HJ,Collection Period,DE-673-4010-X12.json
HK,Disbursement Period,DE-673-4010-X12.json
HL,Seats,DE-673-4010-X12.json
HM,Use of Hypothermia - Anesthesia modifying units requested for anesthesia complicated by total body hypothermia,DE-673-4010-X12.json
HN,Previous Number of Employees,DE-673-4010-X12.json
HO,Use of Hypotension - Anesthesia modifying units requested for anesthesia complicated by utilization of controlled hypotension,DE-673-4010-X12.json
HP,Use of Hyperbaric Pressurization - Anesthesia modifying units requested for anesthesia complicated by use of hyperbaric pressure,DE-673-4010-X12.json
HR,Use of Hypertension,DE-673-4010-X12.json
HS,Hours,DE-673-4010-X12.json
II,Number of Irregular Interest Payments,DE-673-4010-X12.json
IN,Indirect Workers,DE-673-4010-X12.json
IP,Number of Interest Payments,DE-673-4010-X12.json
IQ,In-Transit Quantity,DE-673-4010-X12.json
IS,Information Provider Standardized Motor Vehicle Penalty Points,DE-673-4010-X12.json
IT,Intertank Transfer Amount,DE-673-4010-X12.json
JA,Activity Codes - Number of activity codes assigned to company's activities,DE-673-4010-X12.json
JB,Associates,DE-673-4010-X12.json
JC,Average Employees - Average Number of Employees over a period of time,DE-673-4010-X12.json
JD,Cooperative Shares,DE-673-4010-X12.json
JE,Estimated Employees at Location,DE-673-4010-X12.json
JF,Estimated Total Employees - Approximate number of total employees of a company at current time,DE-673-4010-X12.json
JG,Financial Institutions,DE-673-4010-X12.json
JH,Judgments,DE-673-4010-X12.json
JI,Land Size,DE-673-4010-X12.json
JJ,Liens,DE-673-4010-X12.json
JK,Minimum Employees at Location,DE-673-4010-X12.json
JL,Office Size,DE-673-4010-X12.json
JM,Owner,DE-673-4010-X12.json
JN,Plant Size,DE-673-4010-X12.json
JO,Previous Number of Branches,DE-673-4010-X12.json
JP,Protested Bills,DE-673-4010-X12.json
JQ,Suits,DE-673-4010-X12.json
JR,Uniform Commercial Code (UCC) Filings,DE-673-4010-X12.json
JS,Judicial Stay Duration,DE-673-4010-X12.json
JT,Warehouse Size,DE-673-4010-X12.json
K6,Drafts,DE-673-4010-X12.json
KA,Estimated - The quantity shown is an estimated quantity,DE-673-4010-X12.json
KB,"Net Quantity Increase - The resultant quantity represents a net increase to a previously transmitted quantity, after adjustments have been made",DE-673-4010-X12.json
KC,"Net Quantity Decrease - The resultant quantity represents a net decrease to a previously transmitted quantity, after adjustments have been made",DE-673-4010-X12.json
KD,Expenditure Quantity,DE-673-4010-X12.json
KE,Originals,DE-673-4010-X12.json
KF,Duplicates,DE-673-4010-X12.json
KG,Completed Line Items,DE-673-4010-X12.json
KH,Completed Contracts,DE-673-4010-X12.json
KI,Active Contracts Delinquent-Buying Party Caused,DE-673-4010-X12.json
KJ,Active Contracts Delinquent,DE-673-4010-X12.json
KK,Active Contracts Delinquent-Contractor Caused,DE-673-4010-X12.json
KL,Active Contracts Delinquent-Unknown Causes,DE-673-4010-X12.json
KM,Active Line Items Delinquent,DE-673-4010-X12.json
KN,Active Line Items Delinquent-Buying Party Caused,DE-673-4010-X12.json
KO,Active Line Items Delinquent-Contractor Caused,DE-673-4010-X12.json
KP,Active Line Items Delinquent-Unknown Causes,DE-673-4010-X12.json
KQ,Contracts Completed Delinquent-Buying Party Caused,DE-673-4010-X12.json
KR,Contract Completed Delinquent-Contractor Caused,DE-673-4010-X12.json
KS,Contracts Completed Delinquent-Unknown Causes,DE-673-4010-X12.json
KU,Reported Deficiencies,DE-673-4010-X12.json
KV,Line Items Completed Delinquent-Buying Party Caused,DE-673-4010-X12.json
KW,Line Items Completed Delinquent-Contractor Caused,DE-673-4010-X12.json
KX,Line Items Completed Delinquent-Unknown Causes,DE-673-4010-X12.json
KY,Corrective Action Requests-Verbal,DE-673-4010-X12.json
KZ,Corrective Action Requests-Written,DE-673-4010-X12.json
L2,Guarantee Fee Buyup Maximum,DE-673-4010-X12.json
L3,Contract Buyup,DE-673-4010-X12.json
L4,Contract Buydown,DE-673-4010-X12.json
L5,Guarantee Fee Rate after Alternate Payment Method,DE-673-4010-X12.json
L6,Guarantee Fee Rate after Buyup or Buydown,DE-673-4010-X12.json
L7,Buyup or Buydown Rate per Basis Point,DE-673-4010-X12.json
LA,Life-time Reserve - Actual - Medicare hospital insurance includes extra hospital days to be used if the patient has a long illness and is required to stay in the hospital over a specified number of days; this is the actual number of days in reserve,DE-673-4010-X12.json
LB,Loss Allowance,DE-673-4010-X12.json
LC,Late Payment Period,DE-673-4010-X12.json
LE,Life-time Reserve - Estimated - Medicare hospital insurance includes extra hospital days to be used if the patient has a long illness and is required to stay in the hospital over a specified number of days; this is an estimate of the number of days in reserve,DE-673-4010-X12.json
LG,Loss or Gain,DE-673-4010-X12.json
LH,Lost Gas,DE-673-4010-X12.json
LI,Liquid Injection Volume - Volume of liquids injected into a gas well to displace gas volumes in the reservoir and stimulate production on a monthly basis,DE-673-4010-X12.json
LK,Corrective Action Requests-Method C,DE-673-4010-X12.json
LL,Corrective Action Requests-Method D,DE-673-4010-X12.json
LM,Corrective Action Requests-Method E,DE-673-4010-X12.json
LN,Aged Active Line Items Delinquent-Contractor Caused,DE-673-4010-X12.json
LO,Lost Oil,DE-673-4010-X12.json
LP,Lease Periods,DE-673-4010-X12.json
LQ,Aged Line Items Delinquent,DE-673-4010-X12.json
LR,Aged Line Items Completed-Contractor Caused,DE-673-4010-X12.json
LS,Oil Condensate Sold,DE-673-4010-X12.json
LT,Tariff Loss Allowance,DE-673-4010-X12.json
LV,Oil/Condensate Volume - Volumes of crude oil and natural gas condensate produced from a well or property for a specific month,DE-673-4010-X12.json
LW,Lost Work Time Actual,DE-673-4010-X12.json
LX,Lost Work Time Estimated,DE-673-4010-X12.json
LY,Length of Residency,DE-673-4010-X12.json
M1,Matching Equipment,DE-673-4010-X12.json
M2,Maximum,DE-673-4010-X12.json
MA,Miscellaneous Allowance,DE-673-4010-X12.json
MD,Million Dollar Roundtable Credits,DE-673-4010-X12.json
ME,Minimum Number of Employees,DE-673-4010-X12.json
MF,Manufactured,DE-673-4010-X12.json
MI,Miles,DE-673-4010-X12.json
MM,Maximum Maturity Extension,DE-673-4010-X12.json
MN,Month,DE-673-4010-X12.json
MO,Minimum Order Package Level,DE-673-4010-X12.json
MQ,Maximum Ship Quantity,DE-673-4010-X12.json
MX,Maximum Number of Employees,DE-673-4010-X12.json
N1,Number of Attacks or Occurrences,DE-673-4010-X12.json
N2,Number of Dead,DE-673-4010-X12.json
N3,Number of Living,DE-673-4010-X12.json
N4,Number of Times,DE-673-4010-X12.json
N5,Minimum Forecast Quantity,DE-673-4010-X12.json
N6,Maximum Forecast Quantity,DE-673-4010-X12.json
NA,Number of Non-covered Days,DE-673-4010-X12.json
NB,Number of Units (Housing),DE-673-4010-X12.json
NC,Number of Claimants,DE-673-4010-X12.json
ND,Number of Late Charges,DE-673-4010-X12.json
NE,Non-Covered - Estimated,DE-673-4010-X12.json
NF,Number of Full-Time Employees,DE-673-4010-X12.json
NG,Number of Nonsufficient Fund Items,DE-673-4010-X12.json
NL,Number of Levels,DE-673-4010-X12.json
NN,Number of Hospitals,DE-673-4010-X12.json
NO,Number of Physicians,DE-673-4010-X12.json
NP,Number of Members,DE-673-4010-X12.json
NQ,Number of Franchisees,DE-673-4010-X12.json
NR,Not Replaced Blood Units,DE-673-4010-X12.json
NS,"Number of Stations - Number of stations, or terminating points, which are in use, deleted, added, etc. for service delivery; ports or lines on a computer, for example",DE-673-4010-X12.json
NT,Reports,DE-673-4010-X12.json
NU,Since Last Travel,DE-673-4010-X12.json
NV,Net,DE-673-4010-X12.json
NW,Until Next Travel,DE-673-4010-X12.json
OC,Order Count,DE-673-4010-X12.json
OD,Other Miscellaneous Disposition,DE-673-4010-X12.json
OF,Off Premise Sales Quantity,DE-673-4010-X12.json
OG,Other Gas Disposition,DE-673-4010-X12.json
OH,Other Injection Volume,DE-673-4010-X12.json
OI,Opening Statement Balance,DE-673-4010-X12.json
OL,Original Loan Term,DE-673-4010-X12.json
ON,On Premise Sales Quantity,DE-673-4010-X12.json
OO,Other Oil Condensate Disposition,DE-673-4010-X12.json
OR,Original,DE-673-4010-X12.json
OT,Number of Operating Periods at Failure - A measurement of the elapsed time or usage before equipment failure occurred,DE-673-4010-X12.json
OU,Outlier Days,DE-673-4010-X12.json
OV,Overage,DE-673-4010-X12.json
OW,Other Water Disposition,DE-673-4010-X12.json
P1,Project Phases,DE-673-4010-X12.json
P3,"Physical Status III - Anesthesia modifying units requested for Physical Status III patient, as defined by the American Society of Anesthesiologists",DE-673-4010-X12.json
P4,"Physical Status IV - Anesthesia modifying units requested for Physical Status IV patient, as defined by the American Society of Anesthesiologists",DE-673-4010-X12.json
P5,"Physical Status V - Anesthesia modifying units requested for Physical Status V, as defined by the American Society of Anesthesiologists",DE-673-4010-X12.json
P6,Number of Services or Procedures,DE-673-4010-X12.json
P7,Prescription Dosage,DE-673-4010-X12.json
P8,Prescription Frequency,DE-673-4010-X12.json
P9,Number of People Living at Residence,DE-673-4010-X12.json
PA,Pipeline Adjustment or Allowance,DE-673-4010-X12.json
PB,Pressure Base,DE-673-4010-X12.json
PC,Prior Cumulative Imbalance,DE-673-4010-X12.json
PD,Payment Duration Weeks,DE-673-4010-X12.json
PE,Period of Employment,DE-673-4010-X12.json
PF,Gas Used for Plant Fuel,DE-673-4010-X12.json
PG,Persistency,DE-673-4010-X12.json
PK,Parking Spaces,DE-673-4010-X12.json
PL,Partial Baths,DE-673-4010-X12.json
PO,"Percentage of Ordered Quantity - Owners of fabric that have third parties finish their fabric must have a way to convey on the purchase order the quantities of various levels of quality acceptable; i.e. 80% first, 10% second, 8% off quality, 2% unmerchantable",DE-673-4010-X12.json
PP,Purchase of Product,DE-673-4010-X12.json
PQ,Cumulative Quantity Required Prior to the First Scheduled Period,DE-673-4010-X12.json
PR,Requirement Quantity that was Previously Released,DE-673-4010-X12.json
PS,Prescription,DE-673-4010-X12.json
PT,Patients,DE-673-4010-X12.json
PW,Pitted Water,DE-673-4010-X12.json
PX,Prior Units Accepted,DE-673-4010-X12.json
Q1,Minimum quantity to which tax rate applies,DE-673-4010-X12.json
Q2,Maximum quantity to which tax rate applies,DE-673-4010-X12.json
Q3,Quantity Earned,DE-673-4010-X12.json
Q4,Quantity Carried Forward,DE-673-4010-X12.json
QA,Quantity Approved - Quantity allowed by the company processing the claim,DE-673-4010-X12.json
QB,Quantity Dispensed - Number of refills given,DE-673-4010-X12.json
QC,Quantity Disapproved,DE-673-4010-X12.json
QD,Quantity Delivered,DE-673-4010-X12.json
QE,"Quantity Deferred - Quantity required for orders, but not reserved",DE-673-4010-X12.json
QF,High Fabrication Authorization Quantity - The highest quantity of material authorized for production,DE-673-4010-X12.json
QH,"Quantity on Hold - Product which cannot be shipped at the present time for any reason, exclusive of damaged quantity",DE-673-4010-X12.json
QI,Community Service Duration,DE-673-4010-X12.json
QJ,Number of Times Deported,DE-673-4010-X12.json
QL,Jail Sentence Duration,DE-673-4010-X12.json
QM,Probation Duration,DE-673-4010-X12.json
QN,Restriction Duration,DE-673-4010-X12.json
QO,Operating Quantity,DE-673-4010-X12.json
QP,Quantity by Position,DE-673-4010-X12.json
QQ,Suspended Duration,DE-673-4010-X12.json
QR,High Raw Material Authorization Quantity - The highest quantity of raw material or purchased components in their original state authorized to be secured for production,DE-673-4010-X12.json
QS,Quantity Per Skid,DE-673-4010-X12.json
QU,Quantity Serviced,DE-673-4010-X12.json
QV,Quantity Cancelled,DE-673-4010-X12.json
QW,Quantity Withdrawn,DE-673-4010-X12.json
QX,Qualifying Weeks,DE-673-4010-X12.json
R3,Estimated Remaining Physical Life,DE-673-4010-X12.json
R5,Axles,DE-673-4010-X12.json
R6,Platform Count,DE-673-4010-X12.json
R9,Fuel,DE-673-4010-X12.json
RA,Refills Authorized - Number of times a drug prescription my be refilled,DE-673-4010-X12.json
RB,Replaced Blood Units,DE-673-4010-X12.json
RC,Number of Items Authorized at Store,DE-673-4010-X12.json
RD,Number of Items Authorized at Warehouse,DE-673-4010-X12.json
RE,Gas Returned to Earth,DE-673-4010-X12.json
RF,Number of Items in Stock,DE-673-4010-X12.json
RG,Gas Used for Repressuring or Pressure Maintenance,DE-673-4010-X12.json
RH,Number of Shelf Tags,DE-673-4010-X12.json
RJ,Quantity Available on Shelf,DE-673-4010-X12.json
RL,Gas Returned to Property for fuel,DE-673-4010-X12.json
RM,Room Count,DE-673-4010-X12.json
RN,Units Rented,DE-673-4010-X12.json
RQ,Royalty,DE-673-4010-X12.json
RS,Number of Shelf Facings,DE-673-4010-X12.json
RT,Retail Sales Quantity,DE-673-4010-X12.json
RW,Water Re-injected on Property,DE-673-4010-X12.json
RY,Requirement Quantity,DE-673-4010-X12.json
S1,Planned Unit Development (PUD) Units,DE-673-4010-X12.json
S2,"Rooms, Finished Area Above Grade",DE-673-4010-X12.json
S3,Dwelling Area,DE-673-4010-X12.json
S4,Garage or Carport Area,DE-673-4010-X12.json
S5,Units for Sale,DE-673-4010-X12.json
S6,Gross Rent Multiplier,DE-673-4010-X12.json
S7,"Age, High Value",DE-673-4010-X12.json
S8,"Age, Low Value",DE-673-4010-X12.json
S9,"Bedrooms, Finished Area Above Grade",DE-673-4010-X12.json
SA,Shipments,DE-673-4010-X12.json
SB,Solicited,DE-673-4010-X12.json
SC,"Bathrooms, Finished Area Above Grade",DE-673-4010-X12.json
SD,Criminal Sentence Duration,DE-673-4010-X12.json
SE,"Gross Living, Finished Area Above Grade",DE-673-4010-X12.json
SF,Site,DE-673-4010-X12.json
SG,Swan-Ganz - Anesthesia modifying units requested for the insertion of a Swan-Ganz catheter attendant to the administration of anesthesia,DE-673-4010-X12.json
SH,Shortage,DE-673-4010-X12.json
SI,Rooms,DE-673-4010-X12.json
SJ,Area of Level,DE-673-4010-X12.json
SK,Gas Shrinkage,DE-673-4010-X12.json
SL,Predominate Age,DE-673-4010-X12.json
SM,Minimum Criminal Sentence Duration,DE-673-4010-X12.json
SN,Age,DE-673-4010-X12.json
SO,Oil Sedimentation,DE-673-4010-X12.json
SP,Days Supply - Estimate of the number of days the supply will last,DE-673-4010-X12.json
SQ,Product Sales Amount,DE-673-4010-X12.json
SR,Effective Age,DE-673-4010-X12.json
SS,Shares of Preferred Stock,DE-673-4010-X12.json
ST,Standard,DE-673-4010-X12.json
SU,Forecasted Scanned Quantity,DE-673-4010-X12.json
SV,Shares of Common Stock,DE-673-4010-X12.json
SW,Sample Amount,DE-673-4010-X12.json
SX,Maximum Criminal Sentence Duration,DE-673-4010-X12.json
SY,State or Province Motor Vehicle Penalty Points,DE-673-4010-X12.json
T1,Time Units Known,DE-673-4010-X12.json
T2,Time Units Spent on Duty,DE-673-4010-X12.json
T3,Total Days on Market,DE-673-4010-X12.json
T4,Total Rooms,DE-673-4010-X12.json
T5,Total Number of Units,DE-673-4010-X12.json
T6,Total Number of Units for Sale,DE-673-4010-X12.json
T7,Tires,DE-673-4010-X12.json
TA,Tank Allowance,DE-673-4010-X12.json
TB,Oil Theft,DE-673-4010-X12.json
TC,Total at Complete,DE-673-4010-X12.json
TD,Total to Date,DE-673-4010-X12.json
TE,Number of Theatres,DE-673-4010-X12.json
TG,Total Gas Injection Volume,DE-673-4010-X12.json
TH,Theoretical Quantity,DE-673-4010-X12.json
TI,Total Oil and/or Condensate Injection Volume,DE-673-4010-X12.json
TJ,Duration in Current Job,DE-673-4010-X12.json
TK,Total Oil and/or Condensate Disposition,DE-673-4010-X12.json
TM,Total Water Disposition,DE-673-4010-X12.json
TN,Total Beginning Inventory,DE-673-4010-X12.json
TO,Total,DE-673-4010-X12.json
TP,Time in Position,DE-673-4010-X12.json
TR,Trips - Number of trips in the ambulance,DE-673-4010-X12.json
TS,Total Number of Parking Spaces,DE-673-4010-X12.json
TT,Total Production Volume,DE-673-4010-X12.json
TU,Total Adjustments Volume,DE-673-4010-X12.json
TV,Total Gas Disposition,DE-673-4010-X12.json
TW,Total Water Injection Volume,DE-673-4010-X12.json
TX,Total Ending Inventory,DE-673-4010-X12.json
TY,Total Sales Volume,DE-673-4010-X12.json
UA,Units Completed,DE-673-4010-X12.json
UG,Gas Used on Property,DE-673-4010-X12.json
UL,Approximate Number of Units for Sale Projected,DE-673-4010-X12.json
UO,Oil Condensate Used on Property,DE-673-4010-X12.json
US,In-Use,DE-673-4010-X12.json
UU,Used,DE-673-4010-X12.json
V1,Retention Quantity,DE-673-4010-X12.json
V2,Available Quantity,DE-673-4010-X12.json
V3,Transfer Quantity,DE-673-4010-X12.json
V4,Surveys in Average Rating,DE-673-4010-X12.json
V5,Vacancies,DE-673-4010-X12.json
VA,Volume Shrinkage Adjustment or Allowance,DE-673-4010-X12.json
VB,Blank Votes,DE-673-4010-X12.json
VC,"Cumulative Earned Value - The cumulative sum of the value of completed work or completed portions of work effort expressed in quantity units, typically hours",DE-673-4010-X12.json
VD,Scattered Votes - Write-in votes that receive less than a jurisdictionally specified proportion of the total vote,DE-673-4010-X12.json
VE,"Earned Value - The value of completed work or completed portions of work effort expressed in quantity units, typically hours",DE-673-4010-X12.json
VF,"Federal Votes - Ballots cast pursuant to 42 United States Code (USC) 1973, Paragraph ff-6",DE-673-4010-X12.json
VG,Gas Vented,DE-673-4010-X12.json
VH,"Schedule Variance - The difference between the budget planned for a task and the earned value (work accomplished for the task), typically represented in hours",DE-673-4010-X12.json
VI,"Cumulative Schedule Variance - The cumulative sum of the difference between the budget planned for a task and the earned value (work accomplished for a task), typically represented in hours",DE-673-4010-X12.json
VJ,"Cumulative Variance - The difference between the actual numbers for a task and the earned value (work accomplished for the task), typically represented in hours",DE-673-4010-X12.json
VK,"Estimate at Complete - Estimate of the effort required to complete a task or project, typically represented in hours",DE-673-4010-X12.json
VL,"At Complete Variance - Difference between the budget at complete and the estimate at complete, typically represented in hours",DE-673-4010-X12.json
VM,"Variance Adjustment - Adjustment made to a variance to reflect other factors in measuring completed work, or estimate of effort needed to complete work, typically represented in hours",DE-673-4010-X12.json
VN,No Votes,DE-673-4010-X12.json
VP,"Presidential Votes - Ballots cast pursuant to 42 United States Code (USC) 1973, Paragraph aa-1",DE-673-4010-X12.json
VR,Variance,DE-673-4010-X12.json
VS,Visits,DE-673-4010-X12.json
VT,Votes,DE-673-4010-X12.json
VV,Void Votes,DE-673-4010-X12.json
VY,Yes Votes,DE-673-4010-X12.json
WA,Total number of Workers' Compensation First Reports,DE-673-4010-X12.json
WB,Total number of Workers' Compensation Subsequent Reports,DE-673-4010-X12.json
WC,Total number of Workers' Compensation Combined Reports,DE-673-4010-X12.json
WD,Units Worked per Day,DE-673-4010-X12.json
WE,Limited Quantity - Code of federal regulations limited quantity for transportation of hazardous materials,DE-673-4010-X12.json
WG,Weight Gain,DE-673-4010-X12.json
WL,Weight Loss,DE-673-4010-X12.json
WO,Operator's Working Interest,DE-673-4010-X12.json
WP,Number of Producing Wells Remaining on Property or Facility,DE-673-4010-X12.json
WR,Number of Producing Wells Remaining on Royalty Account,DE-673-4010-X12.json
WT,Total Working Interest,DE-673-4010-X12.json
WV,Water Volume - Volume of water produced with the oil or gas,DE-673-4010-X12.json
WW,Weeks Worked,DE-673-4010-X12.json
WX,License Withdrawal Duration,DE-673-4010-X12.json
WY,License Withdrawals Sent,DE-673-4010-X12.json
X1,Producing Wells,DE-673-4010-X12.json
XA,Total of Issuable Assets,DE-673-4010-X12.json
XB,"Total System Backorder Quantity, High Priority",DE-673-4010-X12.json
XC,"Total Service Backorder Quantity, High Priority",DE-673-4010-X12.json
XD,"Total System Backorder Quantity, Low Priority",DE-673-4010-X12.json
XE,"Total Service Backorder Quantity, Low Priority",DE-673-4010-X12.json
XG,On Hand and Due-In - The total quantity on hand and on order,DE-673-4010-X12.json
XI,Installment Payments,DE-673-4010-X12.json
XJ,Other War Reserve Material Requirements Protectable (OWRMRP) Quantity - Total of all War Reserve material to be protected,DE-673-4010-X12.json
XL,Approximate Number of Units Projected,DE-673-4010-X12.json
XN,Approximate Number of Holders,DE-673-4010-X12.json
XO,Circulating Oil,DE-673-4010-X12.json
XT,Protected Quantity,DE-673-4010-X12.json
XU,Reserved,DE-673-4010-X12.json
XV,Requisitioning Objective,DE-673-4010-X12.json
XX,Authorized Retention Level,DE-673-4010-X12.json
XY,Safety Level,DE-673-4010-X12.json
XZ,Backorder Lines - Total Number of transactions held in backorder status,DE-673-4010-X12.json
YA,Total Demand Quantity - Sum total of all demands,DE-673-4010-X12.json
YB,Total Demand Orders - Total number of demand transactions reflected in total demand quantity,DE-673-4010-X12.json
YC,First Quarter Recurring Demand - Total quantity of recurring demands received in first past quarter,DE-673-4010-X12.json
YD,First Quarter Recurring Orders - Total number of recurring demand transactions received in first past quarter,DE-673-4010-X12.json
YE,First Quarter Non-recurring Demand - Total quantity of non-recurring demands received in first past quarter,DE-673-4010-X12.json
YF,First Quarter Non-recurring Orders - Total number of non-recurring demand transactions received in first past quarter,DE-673-4010-X12.json
YG,Second Quarter Recurring Demand - Total quantity of recurring demands received in second past quarter,DE-673-4010-X12.json
YH,Second Quarter Recurring Orders - Total number of recurring demand transactions received in second past quarter,DE-673-4010-X12.json
YJ,Second Quarter Non-recurring Demand - Total quantity of non-recurring demands received in second past quarter,DE-673-4010-X12.json
YK,Second Quarter Non-recurring Orders - Total number of non-recurring demand transactions received in second past quarter,DE-673-4010-X12.json
YL,Third Quarter Recurring Demand - Total quantity of recurring demands received in third past quarter,DE-673-4010-X12.json
YM,Third Quarter Recurring Orders - Total number of recurring demand transactions received in third past quarter,DE-673-4010-X12.json
YN,Third Quarter Non-recurring Demand - Total quantity of non-recurring demands received in third past quarter,DE-673-4010-X12.json
YP,Third Quarter Non-recurring Orders - Total number of non-recurring demand transactions received in third past quarter,DE-673-4010-X12.json
YQ,Fourth Quarter Recurring Demand - Total quantity of recurring demands received in fourth past quarter,DE-673-4010-X12.json
YR,Fourth Quarter Recurring Orders - Total number of recurring demand transactions received in fourth past quarter,DE-673-4010-X12.json
YS,Fourth Quarter Non-recurring Demand - Total quantity of non-recurring demands received in fourth past quarter,DE-673-4010-X12.json
YT,Fourth Quarter Non-recurring Orders - Total number of non-recurring demand transactions received in fourth past quarter,DE-673-4010-X12.json
YW,Reorder Point Quantity - Quantity at which a reorder should take place,DE-673-4010-X12.json
YX,Contract Line Item Quantity - The quantity of material cited under a specific contract line item,DE-673-4010-X12.json
YY,Years,DE-673-4010-X12.json
Z1,Units Worked Last Day,DE-673-4010-X12.json
Z2,Units Worked per Week,DE-673-4010-X12.json
Z3,Units Worked per Quarter,DE-673-4010-X12.json
Z4,Number Weeks Paid,DE-673-4010-X12.json
Z6,Unused Accumulated Sick Days,DE-673-4010-X12.json
ZA,Federal Medicare or Medicaid Claim Mandate - Category 1,DE-673-4010-X12.json
ZB,Federal Medicare or Medicaid Claim Mandate - Category 2,DE-673-4010-X12.json
ZC,Federal Medicare or Medicaid Claim Mandate - Category 3,DE-673-4010-X12.json
ZD,Federal Medicare or Medicaid Claim Mandate - Category 4,DE-673-4010-X12.json
ZE,Federal Medicare or Medicaid Claim Mandate - Category 5,DE-673-4010-X12.json
ZF,Federal Pension Mandate - Category 1,DE-673-4010-X12.json
ZG,Federal Pension Mandate - Category 2,DE-673-4010-X12.json
ZH,Federal Pension Mandate - Category 3,DE-673-4010-X12.json
ZI,Holding Period - The length of time material can be held while awaiting processing,DE-673-4010-X12.json
ZJ,Federal Pension Mandate - Category 5,DE-673-4010-X12.json
ZK,Federal Medicare or Medicaid Payment Mandate - Category 1,DE-673-4010-X12.json
ZL,Federal Medicare or Medicaid Payment Mandate - Category 2,DE-673-4010-X12.json
ZM,Federal Medicare or Medicaid Payment Mandate - Category 3,DE-673-4010-X12.json
ZN,Federal Medicare or Medicaid Payment Mandate - Category 4,DE-673-4010-X12.json
ZO,Federal Medicare or Medicaid Payment Mandate - Category 5,DE-673-4010-X12.json
ZP,Federal Pension Mandate - Category 4,DE-673-4010-X12.json
ZR,Extended Term,DE-673-4010-X12.json
ZS,Amortization Term,DE-673-4010-X12.json
AH,Added Equipment,DE-306-4010-X12.json
AI,Increase in Amount,DE-306-4010-X12.json
AJ,Added Points Served,DE-306-4010-X12.json
AL,Allow,DE-306-4010-X12.json
AP,Appeal,DE-306-4010-X12.json
AQ,Acquitted,DE-306-4010-X12.json
AR,Advanced Payment,DE-306-4010-X12.json
AS,Discovered,DE-306-4010-X12.json
AT,Appoint,DE-306-4010-X12.json
AV,Cancellation Not Effected - Failure to respond to an inquiry did not result in automatic cancellation action,DE-306-4010-X12.json
AW,"Mass Cancellation - Universal cancellation of all requisitions initiated by an organization or in support of a special project in response to base closure, unit deactivation, or termination of a special project",DE-306-4010-X12.json
AX,Partial Cancellation - Cancellation of a portion of the quantity identified in a procurement action,DE-306-4010-X12.json
B,Cancel Balance of Order/Item that Exceeds Value Specified in Data Element 610,DE-306-4010-X12.json
BD,Board,DE-306-4010-X12.json
BI,Bifurcate - A multi-party case is split into more than one case,DE-306-4010-X12.json
BO,Use Both Date and Meter Criteria,DE-306-4010-X12.json
C,Cancelled,DE-306-4010-X12.json
C1,Community Service Required,DE-306-4010-X12.json
C2,Convicted,DE-306-4010-X12.json
CA,Change Name,DE-306-4010-X12.json
CB,Cut,DE-306-4010-X12.json
CC,Concur,DE-306-4010-X12.json
CD,Completed Docket (Proposer Only and on Current Docket),DE-306-4010-X12.json
CE,Charge,DE-306-4010-X12.json
CF,Confirm,DE-306-4010-X12.json
CG,Conditionally Grant,DE-306-4010-X12.json
CL,Closed,DE-306-4010-X12.json
CM,Commence,DE-306-4010-X12.json
CN,Consolidated,DE-306-4010-X12.json
CO,Correct,DE-306-4010-X12.json
CP,Counter Proposal,DE-306-4010-X12.json
CS,Transfer of Claim for Security,DE-306-4010-X12.json
CT,Contact Payer,DE-306-4010-X12.json
CU,Continue,DE-306-4010-X12.json
CV,Convert,DE-306-4010-X12.json
CX,Claim Transferred,DE-306-4010-X12.json
D,Delete a Bill of Lading,DE-306-4010-X12.json
D1,Deported,DE-306-4010-X12.json
D2,Dismissed,DE-306-4010-X12.json
DA,Division Adjustment Only,DE-306-4010-X12.json
DB,Shorten Expiration Date,DE-306-4010-X12.json
DC,Delivered to Another Carrier,DE-306-4010-X12.json
DD,Delete and Docket (Proposer Only on Unconcurred Docket),DE-306-4010-X12.json
DE,Deny,DE-306-4010-X12.json
DF,Defer,DE-306-4010-X12.json
DG,Decrease,DE-306-4010-X12.json
